"EXT","EST","AGR","CSN","OPN","count","Country"
-0.406976744186047,16.8255813953488,16.1744186046512,10.2790697674419,21.8604651162791,86,"TZ"
-1.67871485943775,19.9892904953146,10.6760374832664,8.21285140562249,22.0696117804552,747,"UA"
-0.38255033557047,17.0134228187919,14.9395973154362,12.1275167785235,19.6979865771812,149,"UG"
-0.155063453450373,18.3063295915825,14.1915491874148,10.0477586131098,20.8516409238119,545912,"US"
-1.45114942528736,19.3965517241379,12.5804597701149,8.17528735632184,21.5172413793103,348,"UY"
-0.914285714285714,19.8,9.97142857142857,8.97142857142857,19.2571428571429,35,"UZ"
-1.44444444444444,15.3333333333333,14.1111111111111,11.7777777777778,19.5,18,"VC"
-1.01518784972022,19.498001598721,11.4500399680256,7.85611510791367,21.6922462030376,1251,"VE"
4.66666666666667,21,16.6666666666667,10.3333333333333,21.3333333333333,3,"VG"
-1.57692307692308,17.7307692307692,12.0384615384615,9.67307692307692,20.2307692307692,52,"VI"
-2.20462328767123,19.4071061643836,11.6001712328767,8.13998287671233,17.9738869863014,2336,"VN"
2.14285714285714,15.7142857142857,10.8571428571429,12.1428571428571,24.2857142857143,7,"VU"
-2.36363636363636,21.7272727272727,13.1818181818182,11.7272727272727,20.0909090909091,11,"WS"
-1.71428571428571,18,12,4.85714285714286,19.7142857142857,7,"XK"
0.785714285714286,20.9285714285714,11.0714285714286,8.78571428571429,19.6428571428571,14,"YE"
-0.635174806511876,18.1705364291433,14.0050707232453,10.9308780357619,21.8532159060582,3747,"ZA"
-2.63917525773196,16.9484536082474,13.1546391752577,10.6288659793814,21.020618556701,97,"ZM"
-1.84466019417476,15.9223300970874,13.8543689320388,11.9805825242718,22.0485436893204,103,"ZW"
-0.973034035420159,18.8476787406166,12.9616646017054,9.40274032504919,20.4658552583631,13721,"NONE"
NA,NA,NA,NA,NA,0,"country"
